Title,Link,Authors,Year,Cited,
PENGARUH MOTIVASI BELAJAR DAN PEMANFAATAN SARANA BELAJAR TERHADAP HASIL BELAJAR IPS TERPADU,https://scholar.google.com/scholar?q=+intitle:'PENGARUH MOTIVASI BELAJAR DAN PEMANFAATAN SARANA BELAJAR TERHADAP HASIL BELAJAR IPS TERPADU',"Authors : A Sari, RG Sudarmanto, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PERBANDINGAN HASIL BELAJAR MENGGUNAKAN MODEL TS DAN SD DENGAN MEMPERHATIKAN KEMAMPUAN AWAL,https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR MENGGUNAKAN MODEL TS DAN SD DENGAN MEMPERHATIKAN KEMAMPUAN AWAL',"Authors : R Suryani, Y Rizal, T Rusman",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PERBANDINGAN HASIL BELAJAR IPS MENGGUNAKAN MODEL TGT DAN TSTS DENGAN MEMPERHATIKAN KEMAMPUAN AWAL,https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR IPS MENGGUNAKAN MODEL TGT DAN TSTS DENGAN MEMPERHATIKAN KEMAMPUAN AWAL',"Authors : M Nida, N Nurdin, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PENGARUH AKTIVITAS MAHASISWA DALAM BERORGANISASI DAN DISIPLIN BELAJAR TERHADAP PRESTASI BELAJAR (IP),https://scholar.google.com/scholar?q=+intitle:'PENGARUH AKTIVITAS MAHASISWA DALAM BERORGANISASI DAN DISIPLIN BELAJAR TERHADAP PRESTASI BELAJAR (IP)',"Authors : J Budianto, Y Rizal, N Nurdin",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"Pengaruh disiplin, persepsi siswa tentang metode mengajar guru terhadap hasil belajar","https://scholar.google.com/scholar?q=+intitle:'Pengaruh disiplin, persepsi siswa tentang metode mengajar guru terhadap hasil belajar'","Authors : F Sofyan, Y Rizal, N Nurdin",2014,1 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH LINGKUNGAN KERJA, KOMPETENSI, DAN PEMBERDAYAAN TERHADAP KINERJA PADA GURU SERTIFIKASI","https://scholar.google.com/scholar?q=+intitle:'PENGARUH LINGKUNGAN KERJA, KOMPETENSI, DAN PEMBERDAYAAN TERHADAP KINERJA PADA GURU SERTIFIKASI'","Authors : R Aprilliana, Y Rizal, S Samsi",2014,0 cited,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
Pengaruh Pemanfaatan Sarana Belajar Dan Motivasi Belajar Terhadap Hasil Belajar,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemanfaatan Sarana Belajar Dan Motivasi Belajar Terhadap Hasil Belajar',"Authors : AR Ardiansyah, Y Rizal, N Nurdin",2014,2 cited,Quality Education (Pendidikan Berkualitas)
PERBANDINGAN HASIL BELAJAR IPS TERPADU MENGGUNAKAN MEDIA ICT DAN MEDIA VISUAL,https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR IPS TERPADU MENGGUNAKAN MEDIA ICT DAN MEDIA VISUAL',"Authors : D Rahmawati, Y Rizal, D Bangun",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"Pengaruh Aplikasi Model Pembelajaran Tps, Nht, dan Konvensional terhadap Keterampilan Sosial Siswa","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Aplikasi Model Pembelajaran Tps, Nht, dan Konvensional terhadap Keterampilan Sosial Siswa'","Authors : H Novadila, P Pargito, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PERBANDINGAN HASIL BELAJAR IPS MENGGUNAKAN MODEL TIPE NHT DAN MM,https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR IPS MENGGUNAKAN MODEL TIPE NHT DAN MM',"Authors : J Ayuningtyas, Y Rizal, N Nurdin",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"Pengaruh Pengawasan, Kompensasi, dan Disiplin Kerja Terhadap Kinerja Pada Guru Sertifikasi","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pengawasan, Kompensasi, dan Disiplin Kerja Terhadap Kinerja Pada Guru Sertifikasi'","Authors : RP Azizah, Y Rizal, S Samsi",2014,4 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH PENGAWASAN, LINGKUNGAN KERJA, DAN KOMPENSASI TERHADAP KINERJA PADA GURU SERTIFIKASI","https://scholar.google.com/scholar?q=+intitle:'PENGARUH PENGAWASAN, LINGKUNGAN KERJA, DAN KOMPENSASI TERHADAP KINERJA PADA GURU SERTIFIKASI'","Authors : PN Rizky, Y Rizal, S Samsi",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH METODE MENGAJAR, AKTIVITAS DAN MINAT BELAJAR TERHADAP HASIL BELAJAR IPS TERPADU","https://scholar.google.com/scholar?q=+intitle:'PENGARUH METODE MENGAJAR, AKTIVITAS DAN MINAT BELAJAR TERHADAP HASIL BELAJAR IPS TERPADU'","Authors : N Holida, IK Winatha, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PERBANDINGAN HASIL BELAJAR MENGGUNAKAN MODEL TALKING CHIPS, NHT, DAN SNOWBALL THROWING","https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR MENGGUNAKAN MODEL TALKING CHIPS, NHT, DAN SNOWBALL THROWING'","Authors : MA Tanzil, N Nurdin, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH PERSEPSI SISWA PEMANFAATAN FASILITAS BELAJAR, SIKAP SISWA TERHADAP HASIL BELAJAR","https://scholar.google.com/scholar?q=+intitle:'PENGARUH PERSEPSI SISWA PEMANFAATAN FASILITAS BELAJAR, SIKAP SISWA TERHADAP HASIL BELAJAR'","Authors : A Rinjani, Y Rizal, N Nurdin",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PENGARUH PERSEPSI SISWA TENTANG KETERAMPILAN MENGAJAR GURU DAN AKTIVITAS TERHADAP HASIL BELAJAR,https://scholar.google.com/scholar?q=+intitle:'PENGARUH PERSEPSI SISWA TENTANG KETERAMPILAN MENGAJAR GURU DAN AKTIVITAS TERHADAP HASIL BELAJAR',"Authors : EW Ningtias, Y Rizal, D Bangun",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PERBEDAAN MORALITAS SISWA DENGAN MODEL PORTOFOLIO DAN CTL,https://scholar.google.com/scholar?q=+intitle:'PERBEDAAN MORALITAS SISWA DENGAN MODEL PORTOFOLIO DAN CTL',"Authors : A Vevy, E Purnomo, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PERBANDINGAN HASIL BELAJAR SISWA MENGGUNAKAN MODEL PEMBELAJARAN NHT, TSTS, DAN MIND MAPPING","https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR SISWA MENGGUNAKAN MODEL PEMBELAJARAN NHT, TSTS, DAN MIND MAPPING'","Authors : R Aminy, E Purnomo, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Analisis Manajemen Risiko Keselamatan Dan Kesehatan Kerja (K3) Pada Pekerjaan Upper Structure Gedung Bertingkat (Studi Kasus Proyek Skyland City-Jatinangor),https://scholar.google.com/scholar?q=+intitle:'Analisis Manajemen Risiko Keselamatan Dan Kesehatan Kerja (K3) Pada Pekerjaan Upper Structure Gedung Bertingkat (Studi Kasus Proyek Skyland City-Jatinangor)',Authors : AF Nurul,2014,4 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
"Pengaruh Pembelajaran Soft Skill, Lingkungan Keluarga Terhadap Minat Berwirausaha","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pembelajaran Soft Skill, Lingkungan Keluarga Terhadap Minat Berwirausaha'","Authors : N Amelia, E Rupaidah, N Nurdin",2014,1 cited,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggungjawab)
ANALISIS MANAJEMEN RISIKO KESEHATAN DAN KESELAMATAN KERJA (K3) PADA PEKERJAAN UPPER STRUCTURE GEDUNG BERTINGKAT (STUDI KASUS PROYEK SKYLAND CITY”“JATINANGOR),https://scholar.google.com/scholar?q=+intitle:'ANALISIS MANAJEMEN RISIKO KESEHATAN DAN KESELAMATAN KERJA (K3) PADA PEKERJAAN UPPER STRUCTURE GEDUNG BERTINGKAT (STUDI KASUS PROYEK SKYLAND CITY”“JATINANGOR)',"Authors : FN Anwar, I Farida, A Ismail",2014,47 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"Pentingnya Kombinasi Data Permukaan dan Bawah Permukaan Dalam Eksplorasi Gas Metana Batubara di Blok Suban, Sumatera Selatan","https://scholar.google.com/scholar?q=+intitle:'Pentingnya Kombinasi Data Permukaan dan Bawah Permukaan Dalam Eksplorasi Gas Metana Batubara di Blok Suban, Sumatera Selatan'","Authors : RC Wibowo, AA Aspari, DOM Setyawan, PMO Iriana, A Rusin, Rano, ...",2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
FARMERS’PREFERENCES REGARDING SUSTAINABLE COFFEE CERTIFICATIONS,https://scholar.google.com/scholar?q=+intitle:'FARMERS’PREFERENCES REGARDING SUSTAINABLE COFFEE CERTIFICATIONS',Authors : I Muhammad,2014,0 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Efektifitas sistem akuaponik dalam mereduksi konsentrasi amonia pada sistem budidaya ikan,https://scholar.google.com/scholar?q=+intitle:'Efektifitas sistem akuaponik dalam mereduksi konsentrasi amonia pada sistem budidaya ikan',"Authors : RES Dauhan, E Efendi",2014,144 cited,Life Below Water (Ekosistem Lautan)
Analisis pengaruh penggunaan alat pembayaran menggunakan kartu (APMK) dan uang elektronik (E-Money) terhadap permintaan uang kartal di Indonesia,https://scholar.google.com/scholar?q=+intitle:'Analisis pengaruh penggunaan alat pembayaran menggunakan kartu (APMK) dan uang elektronik (E-Money) terhadap permintaan uang kartal di Indonesia',"Authors : L Siwinastiti, T Nirmala",2014,8 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Analisis Pengaruh Penggunaan Alat Pembayaran Menggunakan Kartu (APMK) Dan Uang Elektronik (E-Money) Terhadap Permintaan Uang Kartal Di Indonesia (2008: 01-2013: 12),https://scholar.google.com/scholar?q=+intitle:'Analisis Pengaruh Penggunaan Alat Pembayaran Menggunakan Kartu (APMK) Dan Uang Elektronik (E-Money) Terhadap Permintaan Uang Kartal Di Indonesia (2008: 01-2013: 12)',Authors : L Siwinastiti,2014,10 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
KARAKTERISTIK BIODEGRADABLE FILM BERBASIS AMPAS RUMPUT LAUT EUCHEUMA COTTONII The effects of glycerol and tapioca concentration on the characteristics of Eucheuma cottonii …,https://scholar.google.com/scholar?q=+intitle:'KARAKTERISTIK BIODEGRADABLE FILM BERBASIS AMPAS RUMPUT LAUT EUCHEUMA COTTONII The effects of glycerol and tapioca concentration on the characteristics of Eucheuma cottonii …',"Authors : Z Zulferiyenni, M Marniza, EN Sari",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
PENGARUH KONSENTRASI GLISEROL DAN TAPIOKA TERHADAP KARAKTERISTIK BIODEGRADABLE FILM BERBASIS AMPAS RUMPUT LAUT Eucheuma cottonii [The effects of glycerol and tapioca …,https://scholar.google.com/scholar?q=+intitle:'PENGARUH KONSENTRASI GLISEROL DAN TAPIOKA TERHADAP KARAKTERISTIK BIODEGRADABLE FILM BERBASIS AMPAS RUMPUT LAUT Eucheuma cottonii [The effects of glycerol and tapioca …',"Authors : Z Zulferiyenni, M Marniza, EN Sari",2014,37 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
CPT as an evaluation method of concrete mixture for ASR expansion,https://scholar.google.com/scholar?q=+intitle:'CPT as an evaluation method of concrete mixture for ASR expansion',"Authors : K Yamada, S Karasuda, S Ogawa, Y Sagawa, M Osako, H Hamada, ...",2014,42 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
フライアッシュおよびシリカフュームによる ASR 劣化抑制に関する実験的&#,https://scholar.google.com/scholar?q=+intitle:'フライアッシュおよびシリカフュームによる ASR 劣化抑制に関する実験的&#',"Authors : I Mohd, Y SAGAWA, D YAMAMOTO",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
An Experimental Study on Mitigating ASR Using Fly Ash and Silica Fume,https://scholar.google.com/scholar?q=+intitle:'An Experimental Study on Mitigating ASR Using Fly Ash and Silica Fume',"Authors : S Sagawa, H Hidenory, Y Daisuke",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Economic and Social Progress under Civilian & Military Set-ups in Pakistan,https://scholar.google.com/scholar?q=+intitle:'Economic and Social Progress under Civilian & Military Set-ups in Pakistan',"Authors : R Ahmed, P Vishnu, N Ahmad, M Amin",2014,2 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
The implementation of stad to increase studentsâ€™ speaking ability,https://scholar.google.com/scholar?q=+intitle:'The implementation of stad to increase studentsâ€™ speaking ability',"Authors : NA Irawan, C Sutarsyah, S Sudirman",2014,1 cited,Quality Education (Pendidikan Berkualitas)
THE EFFECTIVENESS OF USING RAPQ TECHNIQUE IN IMPROVING STUDENTS’READING COMPREHENSION,https://scholar.google.com/scholar?q=+intitle:'THE EFFECTIVENESS OF USING RAPQ TECHNIQUE IN IMPROVING STUDENTS’READING COMPREHENSION',"Authors : IM Rinjani, C Sutarsyah, H Hasan",2014,4 cited,Quality Education (Pendidikan Berkualitas)
AN ANALYSIS OF STUDENTS’PROBLEMS IN FINDING MAIN IDEA OF READING TEXT,https://scholar.google.com/scholar?q=+intitle:'AN ANALYSIS OF STUDENTS’PROBLEMS IN FINDING MAIN IDEA OF READING TEXT',"Authors : RM AD, C Sutarsyah, U Suparman",2014,12 cited,Quality Education (Pendidikan Berkualitas)
Interferensi Morfologi Bahasa Ogan dalam Pemakaian Bahasa Indonesia Murid Sekolah Dasar,https://scholar.google.com/scholar?q=+intitle:'Interferensi Morfologi Bahasa Ogan dalam Pemakaian Bahasa Indonesia Murid Sekolah Dasar',"Authors : DS Rezki, C Sutarsyah, NE Rusminto",2014,1 cited,Quality Education (Pendidikan Berkualitas)
THE EFFECTIVENESS OF USING SCRAMBLED PICTURES IN INCREASING STUDENTS’READING ABILITY,https://scholar.google.com/scholar?q=+intitle:'THE EFFECTIVENESS OF USING SCRAMBLED PICTURES IN INCREASING STUDENTS’READING ABILITY',"Authors : RS Tanum, C Sutarsyah, H Hasan",2014,3 cited,Quality Education (Pendidikan Berkualitas)
THE IMPLEMENTATION OF STAD TO INCREASE STUDENTS’SPEAKING ABILITY,https://scholar.google.com/scholar?q=+intitle:'THE IMPLEMENTATION OF STAD TO INCREASE STUDENTS’SPEAKING ABILITY',"Authors : NA Irawan, C Sutarsyah, S Sudirman",2014,1 cited,Quality Education (Pendidikan Berkualitas)
INCREASING STUDENTS’READING COMPREHENSION THROUGH MAKE A MATCH TYPE OF COOPERATIVE LEARNING,https://scholar.google.com/scholar?q=+intitle:'INCREASING STUDENTS’READING COMPREHENSION THROUGH MAKE A MATCH TYPE OF COOPERATIVE LEARNING',"Authors : K Wastawan, C Sutarsyah, S Sudirman",2014,8 cited,Quality Education (Pendidikan Berkualitas)
INCREASING STUDENTS’VOCABULARY THROUGH SCRABBLE GAME,https://scholar.google.com/scholar?q=+intitle:'INCREASING STUDENTS’VOCABULARY THROUGH SCRABBLE GAME',"Authors : N Patmasari, C Sutarsyah, RG Suka",2014,1 cited,Quality Education (Pendidikan Berkualitas)
The Correlation Between Students' Critical Thinking and Their Reading Comprehension Ability,https://scholar.google.com/scholar?q=+intitle:'The Correlation Between Students' Critical Thinking and Their Reading Comprehension Ability',"Authors : E Wijayanti, C Sutarsyah, H Huzairin",2014,1 cited,Quality Education (Pendidikan Berkualitas)
INCREASING STUDENTS’SPEAKING ABILITY THROUGH PERSUASIVE GROUP PRESENTATION,https://scholar.google.com/scholar?q=+intitle:'INCREASING STUDENTS’SPEAKING ABILITY THROUGH PERSUASIVE GROUP PRESENTATION',"Authors : F Prayoga, C Sutarsyah, D Supriyadi",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pergeseran bahasa daerah di kotamadya bandarlampung,https://scholar.google.com/scholar?q=+intitle:'Pergeseran bahasa daerah di kotamadya bandarlampung',"Authors : C Sutarsyah, H Hasan",2014,3 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
The Effectiveness Of Using Scrambled Pictures In Increasing Studentsâ€™ Reading Ability,https://scholar.google.com/scholar?q=+intitle:'The Effectiveness Of Using Scrambled Pictures In Increasing Studentsâ€™ Reading Ability',"Authors : RS Tanum, C Sutarsyah, H Hasan",2014,2 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
Increasing Studentsâ€™ Vocabulary Through Scrabble Game,https://scholar.google.com/scholar?q=+intitle:'Increasing Studentsâ€™ Vocabulary Through Scrabble Game',"Authors : N Patmasari, C Sutarsyah, RG Suka",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Increasing Studentsâ€™ Speaking Ability Through Persuasive Group Presentation,https://scholar.google.com/scholar?q=+intitle:'Increasing Studentsâ€™ Speaking Ability Through Persuasive Group Presentation',"Authors : F Prayoga, C Sutarsyah, D Supriyadi",2014,0 cited,Quality Education (Pendidikan Berkualitas)
HUBUNGAN MOTIVASI INTRINSIK DAN MOTIVASI EKSTRINSIK DENGAN KETERAMPILAN GERAK DASAR SEPAK TAKRAW,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN MOTIVASI INTRINSIK DAN MOTIVASI EKSTRINSIK DENGAN KETERAMPILAN GERAK DASAR SEPAK TAKRAW',"Authors : H Handoyo, R Hermawan, S Husin",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
UPAYA MENINGKATKAN HIDUP SEHAT MELALUI EFEKTIVITAS PEMBERDAYAAN USAHA KESEHATAN SEKOLAH,https://scholar.google.com/scholar?q=+intitle:'UPAYA MENINGKATKAN HIDUP SEHAT MELALUI EFEKTIVITAS PEMBERDAYAAN USAHA KESEHATAN SEKOLAH',"Authors : S Raharjo, R Hermawan, F Nuseto",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"EFEKTIVITAS PEMBELAJARAN GERAK DASAR KAYANG DENGAN BANTUAN TEMAN, DINDING DAN GYMBALL","https://scholar.google.com/scholar?q=+intitle:'EFEKTIVITAS PEMBELAJARAN GERAK DASAR KAYANG DENGAN BANTUAN TEMAN, DINDING DAN GYMBALL'","Authors : AB Angkasa, R Hermawan, W Wiyono",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Teaching Speaking Through Popular English Song,https://scholar.google.com/scholar?q=+intitle:'Teaching Speaking Through Popular English Song',"Authors : AH Adnan, P Raja, S Sudirman",2014,3 cited,Quality Education (Pendidikan Berkualitas)
Developing Supplementary Vocabulary Material for EFL Young Learners,https://scholar.google.com/scholar?q=+intitle:'Developing Supplementary Vocabulary Material for EFL Young Learners',"Authors : R Wahyuni, P Raja, H Hasan",2014,1 cited,Quality Education (Pendidikan Berkualitas)
STUDI KEKUATAN BATU BATA PASCA PEMBAKARAN MENGGUNAKAN CAMPURAN BAHAN ADDITIVE ABU SEKAM PADI DAN ABU AMPAS TEBU,https://scholar.google.com/scholar?q=+intitle:'STUDI KEKUATAN BATU BATA PASCA PEMBAKARAN MENGGUNAKAN CAMPURAN BAHAN ADDITIVE ABU SEKAM PADI DAN ABU AMPAS TEBU',Authors : ARA Idharmahadi Adha,2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
A MODIFICATION OF UJEVIC METHOD FREE FROM DERIVATIVE,https://scholar.google.com/scholar?q=+intitle:'A MODIFICATION OF UJEVIC METHOD FREE FROM DERIVATIVE',"Authors : M Imran, A Karma, S Putra",2014,0 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
"Sintesis Superkonduktor Bi-2223 tanpa Doping Pb (BSCCO-2223) dengan Kadar Ca= 2, 10 pada Berbagai Suhu Sintering","https://scholar.google.com/scholar?q=+intitle:'Sintesis Superkonduktor Bi-2223 tanpa Doping Pb (BSCCO-2223) dengan Kadar Ca= 2, 10 pada Berbagai Suhu Sintering'","Authors : S Suprihatin, EG Suka, Y Subarwanti",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
"Pengaruh Variasi Konsentrasi Asam Klorida Terhadap Laju Korosi Baja Karbon Rendah Astm A 139 Tanpa Dan Dengan Inhibitor Kalium Kromat 0, 2%","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Variasi Konsentrasi Asam Klorida Terhadap Laju Korosi Baja Karbon Rendah Astm A 139 Tanpa Dan Dengan Inhibitor Kalium Kromat 0, 2%'","Authors : D Septianingsih, EG Suka, S Suprihatin",2014,7 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
"Variasi Suhu Sintering dalam Sintesis Superkonduktor Bi-2212 dengan Doping Pb (BPSCCO-2212) pada Kadar Ca= 1, 10","https://scholar.google.com/scholar?q=+intitle:'Variasi Suhu Sintering dalam Sintesis Superkonduktor Bi-2212 dengan Doping Pb (BPSCCO-2212) pada Kadar Ca= 1, 10'","Authors : MR Sari, Suprihatin, EG Suka",2014,6 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Pengaruh Proses Pemanasan Dengan Variasi Media Pendingin Terhadap Nilai Kekerasan Dan Struktur Mikro Pada Baja Karbon Sedang,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Proses Pemanasan Dengan Variasi Media Pendingin Terhadap Nilai Kekerasan Dan Struktur Mikro Pada Baja Karbon Sedang',"Authors : DR Ningrum, EG Suka, S Suprihatin",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
